document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
2693,apple hardware,8.29,9.27,24.88,30.73,13.17,13.66
2694,for sale,11.29,11.29,26.61,20.16,16.13,14.52
2695,apple hardware,9.24,18.49,19.33,24.37,17.65,10.92
2696,apple hardware,5.92,14.29,13.94,48.78,10.45,6.62
2697,electronics,9.57,13.91,17.39,20.87,22.61,15.65
2698,apple hardware,15.15,13.64,11.36,33.33,15.15,11.36
2699,apple hardware,10.77,13.08,12.31,33.85,21.54,8.46
2700,for sale,11.35,16.31,22.7,21.28,16.31,12.06
2701,apple hardware,13.73,9.15,12.42,35.29,15.03,14.38
2702,apple hardware,10.0,14.76,10.48,35.71,16.67,12.38
2703,apple hardware,15.89,14.02,14.02,30.84,13.08,12.15
2704,electronics,12.64,12.64,17.24,19.54,22.99,14.94
2705,apple hardware,10.29,9.71,15.43,41.71,13.71,9.14
2706,apple hardware,9.91,13.51,14.41,36.94,13.51,11.71
2707,apple hardware,8.92,13.38,10.83,33.76,15.92,17.2
2708,apple hardware,11.48,12.3,14.75,35.25,18.03,8.2
2709,apple hardware,8.77,16.67,15.79,31.58,16.67,10.53
2710,apple hardware,6.67,5.88,18.43,43.53,14.51,10.98
2711,electronics,12.38,13.33,13.33,18.1,31.43,11.43
2712,apple hardware,10.83,21.02,11.46,28.66,14.65,13.38
2713,apple hardware,10.99,13.19,20.88,21.98,18.68,14.29
2714,apple hardware,12.34,14.29,11.04,31.82,20.78,9.74
2715,apple hardware,10.49,13.29,11.89,32.17,15.38,16.78
2716,apple hardware,13.89,11.81,15.28,35.42,14.58,9.03
2717,apple hardware,12.07,12.07,12.07,31.03,22.41,10.34
2718,apple hardware,13.33,12.38,23.81,25.71,14.29,10.48
2719,electronics,14.29,11.26,12.12,22.08,23.81,16.45
2720,apple hardware,6.84,12.82,13.39,51.85,10.54,4.56
2721,for sale,11.03,10.29,25.74,21.32,16.18,15.44
2722,electronics,13.04,13.04,13.77,23.19,26.09,10.87
2723,apple hardware,8.54,13.41,21.95,39.63,7.93,8.54
2724,apple hardware,6.63,14.36,11.05,49.17,11.6,7.18
2725,apple hardware,6.96,15.22,13.04,35.22,14.78,14.78
2726,apple hardware,12.68,11.97,18.31,38.03,8.45,10.56
2727,apple hardware,16.67,16.67,14.17,20.83,19.17,12.5
2728,apple hardware,0.76,9.76,0.89,72.05,8.67,7.87
2729,apple hardware,10.78,12.75,15.69,26.47,18.63,15.69
2730,apple hardware,10.55,11.33,12.5,50.0,7.81,7.81
2731,apple hardware,7.65,12.94,12.94,43.53,8.24,14.71
2732,apple hardware,11.4,11.4,13.16,37.72,12.28,14.04
2733,apple hardware,10.83,11.67,15.83,30.83,15.83,15.0
2734,apple hardware,11.71,10.81,12.61,42.34,13.51,9.01
2735,apple hardware,8.39,10.32,21.94,38.06,10.97,10.32
2736,electronics,10.62,10.62,15.0,22.5,28.12,13.12
2737,apple hardware,9.04,10.64,15.96,36.7,15.96,11.7
2738,apple hardware,4.65,16.67,11.63,32.95,25.97,8.14
2739,apple hardware,9.85,15.15,13.64,34.85,15.91,10.61
2740,apple hardware,6.81,21.7,9.36,32.77,20.43,8.94
2741,apple hardware,9.03,12.26,11.61,39.35,20.0,7.74
2742,apple hardware,10.08,10.08,15.13,29.41,21.01,14.29
2743,for sale,12.75,11.76,22.55,18.63,19.61,14.71
2744,apple hardware,15.11,14.39,15.83,29.5,14.39,10.79
2745,apple hardware,12.77,13.83,18.09,27.66,14.89,12.77
2746,apple hardware,9.68,9.68,14.52,41.13,13.71,11.29
2747,electronics,10.14,8.78,18.92,21.62,25.68,14.86
2748,apple hardware,9.78,11.96,20.65,27.17,16.85,13.59
2749,apple hardware,6.37,15.2,10.78,40.2,21.57,5.88
2750,apple hardware,10.56,21.83,11.97,36.62,8.45,10.56
2751,apple hardware,15.79,9.65,18.42,23.68,16.67,15.79
2752,apple hardware,11.28,8.27,16.54,38.35,14.29,11.28
2753,apple hardware,9.43,13.21,15.09,42.77,9.43,10.06
2754,apple hardware,10.74,10.74,19.83,31.4,15.7,11.57
2755,apple hardware,9.09,9.09,16.36,35.15,20.0,10.3
2756,apple hardware,11.69,12.99,11.69,34.42,18.83,10.39
2757,electronics,9.85,14.39,13.64,26.52,27.27,8.33
2758,apple hardware,15.44,13.42,9.4,30.87,20.13,10.74
2759,apple hardware,6.7,10.82,10.31,37.11,26.8,8.25
2760,electronics,11.68,8.76,16.06,26.28,29.93,7.3
2761,apple hardware,9.13,13.91,19.57,35.65,14.35,7.39
2762,electronics,10.31,12.37,16.49,21.65,23.71,15.46
2763,apple hardware,10.17,13.56,15.25,30.51,17.8,12.71
2764,apple hardware,9.92,14.5,20.61,31.3,13.74,9.92
2765,apple hardware,9.14,18.82,12.9,37.63,11.83,9.68
2766,apple hardware,10.58,7.94,10.58,49.21,10.05,11.64
2767,apple hardware,19.64,12.5,16.96,29.46,10.71,10.71
2768,electronics,14.56,13.59,13.59,20.39,21.36,16.5
2769,apple hardware,7.63,16.03,12.98,42.75,12.21,8.4
2770,apple hardware,9.8,14.71,18.63,21.57,19.61,15.69
2771,apple hardware,14.49,13.04,14.49,26.81,21.74,9.42
2772,apple hardware,14.29,11.9,16.67,32.54,15.87,8.73
2773,apple hardware,9.85,9.85,12.12,40.91,18.94,8.33
2774,apple hardware,15.32,12.61,13.51,24.32,14.41,19.82
2775,apple hardware,10.0,8.24,14.12,47.65,11.18,8.82
2776,apple hardware,15.38,10.0,11.54,36.15,16.15,10.77
2777,apple hardware,4.51,10.3,22.1,44.64,12.66,5.79
2778,apple hardware,10.5,13.0,12.5,42.0,14.0,8.0
2779,apple hardware,10.71,8.57,11.43,46.43,15.0,7.86
2780,apple hardware,12.21,18.32,7.25,37.4,14.12,10.69
2781,apple hardware,13.48,12.36,20.22,26.97,14.61,12.36
2782,apple hardware,15.79,8.55,12.5,32.89,15.79,14.47
2783,apple hardware,7.79,10.39,11.04,32.47,28.57,9.74
2784,electronics,7.97,11.59,19.57,25.36,26.81,8.7
2785,apple hardware,9.05,11.06,15.58,38.69,12.56,13.07
2786,apple hardware,9.82,10.71,13.39,41.07,13.39,11.61
2787,apple hardware,16.23,12.34,12.34,27.92,18.18,12.99
2788,apple hardware,14.53,11.11,12.82,27.35,21.37,12.82
2789,electronics,8.97,9.83,13.25,8.12,48.29,11.54
2790,apple hardware,14.4,3.45,5.18,40.31,22.65,14.01
2791,electronics,5.5,15.29,9.79,8.56,52.29,8.56
2792,for sale,10.0,12.73,28.18,18.18,12.73,18.18
2793,for sale,17.86,8.93,21.43,21.43,17.86,12.5
2794,electronics,7.3,10.11,21.91,9.55,42.13,8.99
2795,for sale,20.95,10.48,22.86,18.1,15.24,12.38
2796,apple hardware,7.84,6.67,26.27,32.55,16.86,9.8
2797,electronics,14.2,7.41,11.11,15.43,42.59,9.26
2798,apple hardware,10.48,6.67,9.05,38.57,26.19,9.05
2799,electronics,9.35,12.95,24.46,9.35,30.94,12.95
2800,for sale,9.91,12.61,27.93,15.32,22.52,11.71
2801,electronics,8.93,14.29,11.9,18.45,36.31,10.12
2802,electronics,10.74,15.7,19.83,19.01,20.66,14.05
2803,apple hardware,6.4,8.8,8.4,55.2,13.2,8.0
2804,apple hardware,6.42,8.56,11.76,48.13,13.9,11.23
2805,electronics,11.65,10.68,13.59,14.56,38.83,10.68
2806,electronics,11.64,11.64,13.7,11.64,38.36,13.01
2807,electronics,10.23,10.23,15.91,7.39,48.3,7.95
2808,electronics,12.0,12.89,13.33,7.11,36.44,18.22
2809,electronics,8.17,9.73,8.17,11.67,54.09,8.17
2810,electronics,7.18,14.92,11.6,22.1,32.04,12.15
2811,apple hardware,11.24,13.48,17.98,22.47,16.85,17.98
2812,electronics,13.39,11.61,16.07,12.5,27.68,18.75
2813,electronics,4.5,19.67,8.77,8.53,48.82,9.72
2814,electronics,11.29,12.9,17.74,19.35,22.58,16.13
2815,electronics,11.71,11.71,12.61,18.02,33.33,12.61
2816,electronics,6.92,10.37,11.24,6.05,57.06,8.36
2817,electronics,6.55,13.97,11.35,13.97,45.85,8.3
2818,electronics,7.86,10.71,16.43,15.0,37.86,12.14
2819,electronics,7.84,17.16,13.73,16.18,30.39,14.71
2820,electronics,7.14,10.71,9.18,7.65,54.08,11.22
2821,electronics,7.77,14.08,16.99,12.62,40.78,7.77
2822,electronics,15.74,16.67,17.59,16.67,18.52,14.81
2823,for sale,14.05,11.57,27.27,13.22,21.49,12.4
2824,hockey,27.43,7.96,19.91,16.37,21.68,6.64
2825,electronics,8.59,9.77,14.45,9.77,42.97,14.45
2826,electronics,11.11,8.19,12.87,22.22,39.18,6.43
2827,electronics,8.72,12.31,12.82,6.67,50.77,8.72
2828,electronics,8.33,7.08,6.25,6.25,60.83,11.25
2829,for sale,18.87,10.38,25.47,16.98,14.15,14.15
2830,electronics,8.33,13.64,12.88,22.73,31.82,10.61
2831,electronics,2.98,13.01,4.88,4.34,68.56,6.23
2832,electronics,6.03,10.78,14.22,9.91,51.29,7.76
2833,electronics,7.51,12.14,15.03,26.59,31.79,6.94
2834,electronics,9.88,13.37,11.63,14.53,43.02,7.56
2835,electronics,8.98,14.37,12.57,13.17,42.51,8.38
2836,electronics,7.79,9.09,7.36,11.69,55.84,8.23
2837,electronics,10.34,11.72,9.66,15.86,35.17,17.24
2838,apple hardware,13.54,10.42,23.96,29.17,11.46,11.46
2839,electronics,7.42,13.78,8.13,20.85,42.76,7.07
2840,electronics,12.38,10.48,16.19,12.38,37.14,11.43
2841,apple hardware,12.62,19.42,13.59,24.27,14.56,15.53
2842,electronics,10.13,13.92,17.09,14.56,32.28,12.03
2843,for sale,11.0,10.0,26.0,25.0,15.0,13.0
2844,electronics,10.73,15.25,16.38,10.73,32.2,14.69
2845,electronics,11.11,10.19,24.07,16.67,26.85,11.11
2846,electronics,7.1,12.26,12.26,8.39,45.81,14.19
2847,electronics,10.37,12.2,14.02,9.15,45.73,8.54
2848,electronics,9.4,11.54,15.81,6.41,50.43,6.41
2849,electronics,6.73,8.65,7.21,8.17,54.33,14.9
2850,electronics,8.47,13.56,16.38,14.69,38.98,7.91
2851,electronics,9.93,7.95,10.6,17.22,45.03,9.27
2852,electronics,7.27,9.7,9.7,7.27,55.76,10.3
2853,electronics,11.69,9.74,10.39,7.79,50.0,10.39
2854,electronics,11.26,17.88,16.56,11.26,33.77,9.27
2855,electronics,6.69,16.99,6.96,18.66,25.63,25.07
2856,electronics,13.68,11.58,24.21,11.58,25.26,13.68
2857,electronics,6.75,9.82,7.67,9.51,58.9,7.36
2858,electronics,17.07,12.2,17.07,13.41,25.61,14.63
2859,electronics,8.48,11.66,8.48,7.77,58.3,5.3
2860,apple hardware,15.22,13.04,17.39,25.36,18.12,10.87
2861,electronics,12.77,12.77,22.34,11.7,23.4,17.02
2862,electronics,5.34,8.74,17.48,9.71,50.97,7.77
2863,electronics,6.69,15.2,6.69,11.85,48.94,10.64
2864,apple hardware,6.21,10.73,10.73,43.5,19.77,9.04
2865,electronics,8.91,15.5,13.95,5.04,44.57,12.02
2866,electronics,10.0,14.55,22.73,10.91,28.18,13.64
2867,electronics,6.53,14.78,7.56,6.53,39.86,24.74
2868,electronics,6.48,17.41,10.93,12.96,43.32,8.91
2869,electronics,14.94,13.79,13.79,17.24,26.44,13.79
2870,electronics,6.63,8.67,16.84,14.29,40.31,13.27
2871,electronics,9.94,12.87,14.04,9.36,38.6,15.2
2872,electronics,9.41,13.53,13.53,6.47,47.65,9.41
2873,electronics,7.53,12.37,9.68,10.75,38.71,20.97
2874,electronics,9.34,12.84,6.61,12.84,45.53,12.84
2875,apple hardware,10.32,11.11,22.22,28.57,19.05,8.73
2876,electronics,11.11,12.12,16.16,20.2,27.27,13.13
2877,electronics,7.21,13.51,12.16,17.57,40.09,9.46
2878,electronics,7.97,11.16,8.76,5.58,58.17,8.37
2879,electronics,9.77,12.07,11.49,12.64,44.25,9.77
2880,electronics,4.97,5.26,10.23,6.14,61.4,11.99
2881,apple hardware,12.69,17.91,10.45,24.63,23.13,11.19
2882,electronics,10.6,9.93,19.21,10.6,41.06,8.61
2883,apple hardware,15.08,11.9,19.05,23.02,22.22,8.73
2884,electronics,8.48,17.58,6.67,11.52,42.42,13.33
2885,electronics,5.32,7.56,10.64,5.04,63.31,8.12
2886,electronics,11.66,9.82,14.72,7.98,44.79,11.04
2887,for sale,9.82,9.82,32.14,14.29,23.21,10.71
2888,electronics,7.81,16.41,12.5,12.5,37.5,13.28
2889,electronics,7.61,10.15,15.74,22.84,33.5,10.15
2890,electronics,10.14,14.49,26.09,9.42,30.43,9.42
2891,electronics,9.68,16.13,17.42,12.9,22.58,21.29
2892,electronics,9.33,8.67,24.0,8.0,33.33,16.67
2893,apple hardware,13.08,8.46,13.08,27.69,23.08,14.62
2894,electronics,11.76,14.29,21.01,15.13,22.69,15.13
2895,electronics,6.31,13.06,17.12,11.26,42.79,9.46
2896,apple hardware,11.71,12.61,17.12,32.43,11.71,14.41
2897,electronics,8.72,8.72,23.49,8.05,43.62,7.38
2898,electronics,15.38,16.35,12.5,13.46,25.0,17.31
2899,for sale,11.02,12.71,22.03,19.49,19.49,15.25
2900,electronics,9.0,11.37,12.32,9.95,43.13,14.22
2901,apple hardware,13.29,12.59,19.58,21.68,15.38,17.48
2902,for sale,14.15,10.38,33.02,9.43,18.87,14.15
2903,electronics,15.28,11.11,7.64,18.06,36.81,11.11
2904,electronics,5.09,20.73,10.55,5.09,46.18,12.36
2905,electronics,11.81,13.89,12.5,9.03,43.75,9.03
2906,apple hardware,12.0,10.0,19.0,29.0,18.0,12.0
2907,electronics,12.36,12.36,14.61,16.85,29.21,14.61
2908,apple hardware,9.9,13.86,20.79,22.77,21.78,10.89
2909,electronics,9.76,7.8,8.29,13.17,51.22,9.76
2910,electronics,6.72,7.56,15.97,4.62,60.08,5.04
2911,electronics,7.39,16.09,5.65,8.26,54.35,8.26
2912,electronics,11.11,11.11,26.85,11.11,30.56,9.26
2913,electronics,10.47,13.37,16.86,8.72,31.4,19.19
2914,electronics,10.47,8.9,12.04,23.04,29.32,16.23
2915,electronics,9.49,11.68,15.33,15.33,37.96,10.22
2916,electronics,10.6,12.58,15.23,18.54,33.77,9.27
2917,electronics,8.44,16.88,11.69,9.74,40.26,12.99
2918,electronics,9.34,12.64,19.78,18.13,26.92,13.19
2919,electronics,6.7,11.48,11.96,8.61,49.28,11.96
2920,electronics,12.59,11.85,14.81,17.78,35.56,7.41
2921,electronics,5.75,10.62,7.52,9.73,58.41,7.96
2922,for sale,14.41,10.81,22.52,16.22,22.52,13.51
2923,electronics,14.58,13.54,14.58,12.5,27.08,17.71
2924,electronics,8.11,10.81,16.22,11.49,42.57,10.81
2925,electronics,10.08,10.08,14.29,15.97,40.34,9.24
2926,electronics,7.42,6.99,8.73,6.55,63.32,6.99
2927,for sale,9.09,10.3,30.3,9.7,30.3,10.3
2928,electronics,8.09,17.65,14.71,11.76,35.29,12.5
2929,electronics,9.76,13.82,17.89,13.01,31.71,13.82
2930,electronics,6.84,9.4,15.81,12.39,46.15,9.4
2931,electronics,9.93,8.51,12.06,12.06,46.1,11.35
2932,electronics,13.16,13.16,15.79,21.05,26.97,9.87
2933,electronics,7.09,9.22,15.6,11.35,48.94,7.8
2934,electronics,8.81,13.47,8.81,11.4,46.11,11.4
2935,electronics,6.28,17.57,10.46,15.9,38.91,10.88
2936,apple hardware,8.15,11.11,22.22,33.33,17.04,8.15
2937,electronics,9.29,15.0,10.0,20.71,35.71,9.29
2938,apple hardware,13.89,17.59,19.44,23.15,15.74,10.19
2939,electronics,14.29,8.84,19.73,22.45,25.85,8.84
2940,electronics,7.3,8.99,16.85,27.53,33.15,6.18
2941,electronics,16.0,10.4,16.0,12.0,34.4,11.2
2942,electronics,7.57,12.97,8.11,9.73,52.97,8.65
2943,electronics,11.03,10.29,21.32,14.71,30.88,11.76
2944,electronics,11.6,7.18,9.94,10.5,50.28,10.5
2945,apple hardware,12.2,11.38,13.01,30.08,21.95,11.38
2946,electronics,7.92,11.39,7.92,17.82,46.53,8.42
2947,electronics,13.02,8.28,12.43,25.44,32.54,8.28
2948,electronics,8.2,9.84,13.11,10.38,50.27,8.2
2949,electronics,17.74,11.29,11.29,15.32,31.45,12.9
2950,electronics,10.0,7.37,10.53,7.37,50.0,14.74
2951,hockey,20.59,13.24,13.24,16.91,17.65,18.38
2952,electronics,6.64,19.91,12.8,15.64,30.81,14.22
2953,electronics,9.09,9.09,22.31,14.05,34.71,10.74
2954,electronics,12.84,13.76,17.43,17.43,22.94,15.6
2955,electronics,6.7,17.86,11.61,24.55,29.46,9.82
2956,apple hardware,17.28,14.81,19.75,20.37,19.75,8.02
2957,electronics,14.43,12.89,12.37,10.82,32.47,17.01
2958,electronics,5.76,15.11,7.55,4.68,61.15,5.76
2959,electronics,6.64,8.2,10.55,7.42,61.33,5.86
2960,electronics,6.99,20.28,16.43,11.19,34.97,10.14
2961,electronics,4.92,7.21,9.84,20.33,48.2,9.51
2962,electronics,12.4,10.74,16.53,19.01,32.23,9.09
2963,electronics,10.14,7.97,17.39,14.49,31.88,18.12
2964,apple hardware,11.03,11.03,9.66,29.66,22.76,15.86
2965,electronics,6.49,15.15,20.35,7.36,41.56,9.09
2966,electronics,12.0,9.6,10.0,15.2,44.4,8.8
2967,electronics,16.03,11.45,9.92,12.21,34.35,16.03
2968,electronics,13.64,9.09,10.8,11.36,41.48,13.64
2969,electronics,6.5,9.0,9.0,8.0,58.5,9.0
2970,electronics,8.27,12.78,18.8,9.77,39.85,10.53
2971,electronics,6.18,8.73,6.18,5.82,66.18,6.91
2972,electronics,0.82,10.36,0.73,1.5,75.12,11.46
2973,electronics,10.11,7.3,16.29,9.55,51.12,5.62
2974,electronics,10.08,10.85,10.08,15.5,42.64,10.85
2975,electronics,14.19,14.19,16.22,13.51,30.41,11.49
2976,electronics,7.56,13.87,20.17,7.14,43.7,7.56
2977,electronics,5.61,11.73,16.33,8.67,49.49,8.16
2978,electronics,8.5,7.0,15.0,6.5,55.0,8.0
2979,electronics,11.28,9.77,18.05,10.53,40.6,9.77
2980,electronics,5.56,9.8,16.01,11.11,39.54,17.97
2981,electronics,8.28,12.41,12.41,15.86,39.31,11.72
2982,electronics,13.77,10.78,19.16,15.57,30.54,10.18
2983,electronics,6.88,19.38,7.5,20.0,36.25,10.0
2984,electronics,10.24,10.84,18.07,9.64,42.77,8.43
2985,electronics,6.69,16.36,7.43,9.29,51.67,8.55
2986,electronics,9.7,15.67,20.9,18.66,24.63,10.45
2987,electronics,8.91,13.86,11.88,12.87,38.12,14.36
2988,electronics,10.92,16.67,16.67,13.79,32.76,9.2
2989,electronics,10.06,15.72,11.95,12.58,37.11,12.58
2990,electronics,5.48,12.58,11.94,9.03,47.74,13.23
2991,electronics,8.92,9.55,14.65,12.74,44.59,9.55
2992,apple hardware,14.81,13.33,14.07,23.7,14.81,19.26
2993,electronics,5.61,8.16,10.71,12.24,48.98,14.29
2994,electronics,7.33,9.42,10.47,15.71,48.17,8.9
2995,electronics,6.8,8.84,10.2,9.52,53.06,11.56
2996,electronics,11.3,14.78,22.61,13.04,27.83,10.43
2997,electronics,9.57,8.7,20.0,11.3,35.65,14.78
2998,electronics,7.36,7.36,19.48,6.06,50.22,9.52
2999,electronics,7.87,10.63,8.27,12.6,53.94,6.69
3000,apple hardware,11.71,11.71,17.12,32.43,16.22,10.81
3001,electronics,8.02,11.73,10.49,9.26,41.36,19.14
3002,electronics,9.76,12.2,13.01,24.39,30.08,10.57
3003,electronics,6.13,10.34,8.43,6.9,60.54,7.66
3004,for sale,7.8,12.06,30.5,12.77,24.82,12.06
3005,electronics,12.26,13.21,14.15,15.09,29.25,16.04
3006,electronics,6.7,10.53,7.18,5.74,60.29,9.57
3007,electronics,6.43,11.11,12.87,7.6,55.56,6.43
3008,electronics,11.18,12.94,14.12,23.53,25.88,12.35
3009,electronics,14.96,10.24,18.11,21.26,27.56,7.87
3010,electronics,9.76,12.8,12.8,14.02,39.02,11.59
3011,electronics,9.15,8.54,12.2,14.63,43.9,11.59
3012,electronics,8.57,14.29,14.29,9.14,46.29,7.43
3013,electronics,11.05,8.72,27.33,16.86,27.91,8.14
3014,apple hardware,14.4,12.8,14.4,26.4,17.6,14.4
3015,electronics,9.4,10.26,11.11,10.26,48.72,10.26
3016,electronics,8.45,9.86,13.38,10.56,46.48,11.27
3017,electronics,11.11,11.11,8.89,11.11,43.56,14.22
3018,apple hardware,7.65,18.82,18.24,26.47,18.82,10.0
3019,electronics,6.53,8.54,13.07,8.54,56.28,7.04
3020,apple hardware,13.46,13.46,19.23,21.15,20.19,12.5
3021,electronics,9.29,13.57,15.0,15.0,32.86,14.29
3022,apple hardware,17.78,12.22,21.11,22.22,13.33,13.33
3023,apple hardware,11.48,13.11,12.3,31.15,13.93,18.03
3024,apple hardware,11.82,10.91,20.91,29.09,16.36,10.91
3025,electronics,7.14,12.76,8.16,13.27,48.47,10.2
3026,electronics,11.11,9.63,13.33,18.52,37.04,10.37
3027,electronics,7.98,12.27,9.2,9.82,50.92,9.82
3028,electronics,6.15,17.26,6.15,17.26,46.57,6.62
3029,electronics,7.63,12.21,12.21,11.45,46.56,9.92
3030,electronics,8.75,17.5,13.75,13.75,28.75,17.5
3031,electronics,9.95,16.23,13.09,21.99,27.75,10.99
3032,electronics,5.39,10.1,6.06,14.14,55.89,8.42
3033,electronics,6.22,11.92,10.88,8.29,50.78,11.92
3034,electronics,8.63,7.61,9.14,6.6,58.88,9.14
3035,electronics,12.87,13.86,16.83,16.83,23.76,15.84
3036,electronics,7.52,14.29,15.79,10.53,44.36,7.52
3037,electronics,9.58,9.58,8.38,12.57,46.11,13.77
3038,electronics,12.5,9.56,13.97,22.06,30.88,11.03
3039,for sale,11.7,15.96,21.28,21.28,19.15,10.64
3040,electronics,7.45,7.06,9.41,9.02,58.43,8.63
3041,apple hardware,9.29,11.43,20.0,27.86,16.43,15.0
3042,electronics,7.03,14.59,19.46,10.81,36.76,11.35
3043,electronics,9.84,9.84,16.58,17.1,39.9,6.74
3044,electronics,9.52,10.32,23.81,11.9,26.19,18.25
3045,electronics,7.65,13.66,12.02,12.02,44.26,10.38
3046,electronics,12.5,11.54,14.42,17.31,29.81,14.42
3047,electronics,8.33,11.67,12.5,24.17,31.67,11.67
3048,electronics,14.29,13.1,16.67,15.48,23.81,16.67
3049,electronics,9.64,8.43,12.05,13.25,36.75,19.88
3050,apple hardware,6.98,11.63,14.53,38.37,19.77,8.72
3051,electronics,9.79,9.09,14.69,7.69,51.05,7.69
3052,electronics,10.83,10.0,15.0,18.33,35.83,10.0
3053,electronics,9.09,11.36,10.23,7.39,52.27,9.66
3054,electronics,9.09,10.53,11.96,8.13,47.37,12.92
3055,electronics,10.65,14.79,10.65,10.06,40.24,13.61
3056,electronics,6.93,5.84,5.84,6.2,68.25,6.93
3057,electronics,6.67,8.33,11.11,10.0,56.67,7.22
3058,apple hardware,8.94,13.82,18.7,28.46,18.7,11.38
3059,for sale,6.73,12.02,25.48,14.9,23.56,17.31
3060,electronics,6.56,12.02,24.59,12.02,35.52,9.29
3061,electronics,10.67,15.17,11.8,10.11,38.2,14.04
3062,electronics,10.86,14.48,8.14,15.38,35.75,15.38
3063,electronics,9.86,9.15,14.08,7.75,47.89,11.27
3064,electronics,9.7,6.65,10.25,2.77,63.43,7.2
3065,electronics,9.84,9.33,17.62,16.06,37.31,9.84
3066,electronics,1.57,9.22,2.26,2.16,75.96,8.83
3067,electronics,10.07,7.91,15.83,20.86,31.65,13.67
3068,electronics,8.59,15.34,14.72,14.11,39.26,7.98
3069,electronics,11.43,12.38,23.81,10.48,29.52,12.38
3070,apple hardware,7.73,12.37,13.4,27.84,25.26,13.4
3071,electronics,10.06,7.82,18.99,16.2,34.64,12.29
3072,electronics,5.58,7.3,10.73,27.9,37.34,11.16
3073,electronics,6.19,10.65,7.56,4.47,66.67,4.47
3074,electronics,8.93,13.39,17.86,23.21,25.89,10.71
3075,apple hardware,9.21,13.16,15.13,34.21,15.79,12.5
3076,electronics,16.46,8.23,12.66,15.82,36.08,10.76
3077,electronics,9.09,11.36,15.15,15.15,37.88,11.36
3078,electronics,14.77,11.36,15.91,20.45,23.86,13.64
3079,electronics,10.6,12.58,13.91,25.17,27.81,9.93
3080,electronics,13.6,15.2,15.2,19.2,27.2,9.6
3081,apple hardware,11.54,10.9,14.74,37.18,11.54,14.1
3082,electronics,9.59,19.63,10.5,10.96,31.05,18.26
3083,electronics,10.67,16.0,10.67,10.0,38.0,14.67
3084,electronics,7.69,12.59,9.79,23.78,33.57,12.59
3085,apple hardware,11.19,11.19,14.18,29.1,22.39,11.94
3086,electronics,7.28,13.11,9.22,30.1,31.55,8.74
3087,electronics,9.09,12.83,9.09,8.02,49.73,11.23
3088,electronics,6.86,7.35,9.31,6.37,56.37,13.73
3089,electronics,3.5,17.29,3.94,16.19,53.17,5.91
3090,electronics,6.45,8.47,8.06,10.48,55.24,11.29
3091,electronics,9.01,12.16,6.76,15.77,45.05,11.26
3092,electronics,11.04,9.09,9.74,14.94,44.81,10.39
3093,electronics,10.56,10.56,9.44,15.0,45.56,8.89
3094,electronics,13.79,11.21,21.55,11.21,28.45,13.79
3095,electronics,12.39,9.73,14.16,12.39,39.82,11.5
3096,apple hardware,14.08,14.08,18.31,23.24,19.01,11.27
3097,electronics,8.02,8.02,16.58,6.95,49.2,11.23
3098,electronics,7.21,12.16,13.06,10.81,38.74,18.02
3099,apple hardware,7.53,12.37,17.2,30.65,22.04,10.22
3100,apple hardware,10.53,13.16,18.42,32.46,15.79,9.65
3101,electronics,13.97,8.09,14.71,19.85,35.29,8.09
3102,electronics,6.85,12.79,4.57,7.53,58.45,9.82
3103,electronics,15.6,18.35,13.76,15.6,20.18,16.51
3104,electronics,11.64,12.33,8.9,17.12,40.41,9.59
3105,electronics,11.58,13.68,12.63,10.53,37.89,13.68
3106,electronics,10.59,11.76,22.35,11.18,37.65,6.47
3107,electronics,8.84,11.56,11.56,10.88,44.22,12.93
3108,electronics,15.79,9.36,14.62,25.73,26.9,7.6
3109,apple hardware,12.74,10.19,9.55,31.21,23.57,12.74
3110,electronics,18.9,9.45,13.39,22.83,23.62,11.81
3111,electronics,11.71,14.41,15.32,16.22,31.53,10.81
3112,electronics,12.24,11.22,25.51,11.22,26.53,13.27
3113,electronics,16.55,10.07,12.95,17.99,30.94,11.51
3114,electronics,9.42,9.42,15.22,11.59,45.65,8.7
3115,electronics,10.98,13.41,14.02,12.8,38.41,10.37
3116,electronics,10.29,15.44,16.18,13.97,27.94,16.18
3117,electronics,9.48,12.93,18.97,9.48,31.9,17.24
3118,for sale,18.95,17.89,21.05,11.58,14.74,15.79
3119,electronics,8.12,11.54,6.84,5.13,63.25,5.13
3120,apple hardware,7.31,10.96,10.5,36.99,25.57,8.68
3121,electronics,11.2,9.6,10.4,17.6,32.8,18.4
3122,electronics,9.6,8.0,16.8,13.6,37.6,14.4
3123,electronics,3.04,11.5,4.15,4.79,69.49,7.03
3124,electronics,9.2,11.49,13.22,8.05,49.43,8.62
3125,electronics,5.03,15.77,8.39,4.36,57.05,9.4
3126,electronics,10.53,9.36,16.96,11.7,43.86,7.6
3127,apple hardware,5.73,14.58,10.94,36.46,22.4,9.9
3128,electronics,7.18,13.85,7.69,11.79,44.62,14.87
3129,electronics,15.38,10.99,16.48,18.68,20.88,17.58
3130,electronics,9.2,8.81,11.88,7.66,50.19,12.26
3131,apple hardware,7.1,12.26,14.84,36.77,16.77,12.26
3132,apple hardware,5.74,5.74,11.96,51.67,18.18,6.7
3133,electronics,14.29,12.5,14.29,21.43,25.89,11.61
3134,electronics,9.6,12.8,24.8,16.0,26.4,10.4
