document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
2688,apple hardware,10.14,8.78,34.46,23.65,10.14,12.84
2689,apple hardware,13.33,15.24,32.38,15.24,10.48,13.33
2690,apple hardware,15.0,9.29,25.71,14.29,10.71,25.0
2691,apple hardware,11.02,9.45,31.5,20.47,11.81,15.75
2692,apple hardware,11.31,9.52,34.52,11.31,11.9,21.43
2693,apple hardware,10.24,8.29,31.71,20.98,15.61,13.17
2694,apple hardware,14.52,12.9,22.58,20.16,14.52,15.32
2695,apple hardware,12.61,9.24,22.69,20.17,14.29,21.01
2696,apple hardware,11.15,5.92,48.08,13.94,9.41,11.5
2697,apple hardware,13.91,8.7,22.61,15.65,19.13,20.0
2698,apple hardware,14.39,10.61,35.61,14.39,12.12,12.88
2699,apple hardware,13.08,9.23,37.69,13.08,10.0,16.92
2700,apple hardware,11.35,10.64,29.08,14.89,17.02,17.02
2701,apple hardware,10.46,14.38,39.22,11.11,8.5,16.34
2702,apple hardware,12.38,7.14,37.14,17.14,11.43,14.76
2703,apple hardware,14.02,15.89,34.58,13.08,11.21,11.21
2704,apple hardware,11.49,12.64,22.99,20.69,11.49,20.69
2705,apple hardware,14.86,6.86,48.57,8.57,9.71,11.43
2706,apple hardware,12.61,10.81,37.84,14.41,9.91,14.41
2707,apple hardware,14.01,9.55,36.94,8.92,14.01,16.56
2708,apple hardware,9.84,10.66,36.07,14.75,13.93,14.75
2709,apple hardware,17.54,8.77,35.09,14.91,11.4,12.28
2710,apple hardware,7.84,7.45,47.84,13.33,9.41,14.12
2711,electronics,10.48,13.33,20.95,16.19,9.52,29.52
2712,apple hardware,17.2,10.19,27.39,11.46,15.92,17.83
2713,apple hardware,14.29,10.99,23.08,21.98,14.29,15.38
2714,apple hardware,7.79,15.58,35.71,13.64,9.74,17.53
2715,apple hardware,15.38,8.39,30.77,13.29,13.99,18.18
2716,apple hardware,14.58,11.11,36.81,15.28,10.42,11.81
2717,apple hardware,10.34,11.21,42.24,12.93,10.34,12.93
2718,apple hardware,12.38,11.43,25.71,24.76,12.38,13.33
2719,for sale,10.39,10.39,21.21,26.41,13.42,18.18
2720,apple hardware,8.55,5.13,51.57,17.09,5.41,12.25
2721,apple hardware,19.12,8.82,28.68,17.65,10.29,15.44
2722,electronics,15.94,8.7,19.57,22.46,8.7,24.64
2723,apple hardware,11.59,9.15,43.9,18.9,8.54,7.93
2724,apple hardware,14.36,7.18,45.86,12.71,7.73,12.15
2725,apple hardware,12.61,6.09,32.61,20.87,16.09,11.74
2726,apple hardware,9.86,14.79,35.92,19.01,9.86,10.56
2727,for sale,12.5,14.17,20.0,21.67,12.5,19.17
2728,apple hardware,7.39,1.21,70.21,1.8,9.43,9.95
2729,apple hardware,12.75,10.78,27.45,15.69,10.78,22.55
2730,apple hardware,12.5,8.59,51.56,13.28,7.42,6.64
2731,apple hardware,13.53,10.59,40.59,11.76,14.12,9.41
2732,apple hardware,14.04,11.4,33.33,11.4,15.79,14.04
2733,apple hardware,13.33,11.67,27.5,15.83,14.17,17.5
2734,apple hardware,13.51,10.81,37.84,9.01,10.81,18.02
2735,apple hardware,10.97,8.39,43.87,18.71,7.74,10.32
2736,electronics,13.12,11.25,21.88,13.75,12.5,27.5
2737,apple hardware,11.7,7.45,43.09,12.77,14.36,10.64
2738,apple hardware,12.79,4.26,29.46,21.71,6.98,24.81
2739,apple hardware,11.36,10.61,35.61,17.42,13.64,11.36
2740,apple hardware,16.17,5.96,34.04,8.09,10.64,25.11
2741,apple hardware,12.9,8.39,45.16,11.61,9.03,12.9
2742,apple hardware,8.4,13.45,31.09,10.08,14.29,22.69
2743,apple hardware,12.75,9.8,23.53,23.53,11.76,18.63
2744,apple hardware,10.07,15.11,35.97,15.83,11.51,11.51
2745,apple hardware,12.77,12.77,27.66,17.02,11.7,18.09
2746,apple hardware,8.87,9.68,45.97,12.9,12.9,9.68
2747,apple hardware,10.14,12.16,22.3,16.89,16.89,21.62
2748,apple hardware,6.52,12.5,27.17,24.46,13.59,15.76
2749,apple hardware,13.73,5.88,41.18,13.24,7.35,18.63
2750,apple hardware,15.49,9.86,38.03,14.08,9.86,12.68
2751,apple hardware,8.77,14.04,22.81,19.3,12.28,22.81
2752,apple hardware,11.28,9.02,42.11,15.04,9.77,12.78
2753,apple hardware,11.95,9.43,42.77,13.21,9.43,13.21
2754,electronics,9.92,11.57,22.31,11.57,9.92,34.71
2755,electronics,8.48,7.27,26.67,14.55,10.3,32.73
2756,apple hardware,14.29,12.99,35.06,12.34,9.74,15.58
2757,electronics,13.64,8.33,28.79,9.09,7.58,32.58
2758,apple hardware,10.74,14.77,27.52,10.74,11.41,24.83
2759,apple hardware,11.34,7.73,36.6,9.79,8.76,25.77
2760,electronics,9.49,8.76,27.74,14.6,9.49,29.93
2761,apple hardware,12.17,9.57,34.35,20.87,8.7,14.35
2762,apple hardware,11.34,10.31,32.99,15.46,13.4,16.49
2763,apple hardware,12.71,12.71,25.42,16.95,14.41,17.8
2764,apple hardware,9.16,10.69,32.06,17.56,11.45,19.08
2765,apple hardware,16.13,9.14,39.25,12.9,10.75,11.83
2766,apple hardware,7.41,10.58,47.62,11.64,11.64,11.11
2767,apple hardware,13.39,20.54,31.25,11.61,10.71,12.5
2768,electronics,13.59,13.59,23.3,9.71,12.62,27.18
2769,apple hardware,14.5,10.69,38.93,9.92,10.69,15.27
2770,apple hardware,16.67,10.78,28.43,17.65,10.78,15.69
2771,apple hardware,11.59,15.94,27.54,14.49,7.97,22.46
2772,apple hardware,13.49,14.29,33.33,15.87,8.73,14.29
2773,apple hardware,9.85,12.12,43.18,13.64,8.33,12.88
2774,apple hardware,13.51,11.71,32.43,11.71,16.22,14.41
2775,apple hardware,8.82,9.41,50.59,8.82,10.59,11.76
2776,apple hardware,7.69,13.85,37.69,13.85,10.77,16.15
2777,apple hardware,7.94,7.08,44.64,16.09,8.8,15.45
2778,apple hardware,10.5,12.5,41.5,17.0,8.0,10.5
2779,apple hardware,7.14,10.0,45.71,12.14,7.86,17.14
2780,apple hardware,14.12,9.54,35.11,12.21,11.45,17.56
2781,apple hardware,12.36,15.73,29.21,13.48,13.48,15.73
2782,apple hardware,7.89,14.47,41.45,13.16,13.82,9.21
2783,apple hardware,12.99,7.14,36.36,12.34,9.74,21.43
2784,apple hardware,10.87,7.25,26.09,24.64,10.14,21.01
2785,apple hardware,9.05,9.05,36.68,14.07,16.58,14.57
2786,apple hardware,9.82,11.61,42.86,9.82,11.61,14.29
2787,apple hardware,14.94,13.64,28.57,14.29,14.29,14.29
2788,apple hardware,9.4,17.09,28.21,11.97,16.24,17.09
2789,electronics,11.11,8.12,10.26,17.52,8.55,44.44
2790,apple hardware,4.03,16.31,45.87,5.76,13.24,14.78
2791,electronics,11.31,6.42,6.42,12.23,7.03,56.57
2792,for sale,11.82,13.64,18.18,21.82,15.45,19.09
2793,apple hardware,10.71,18.75,25.0,18.75,14.29,12.5
2794,electronics,14.61,7.3,10.67,11.24,9.55,46.63
2795,electronics,9.52,20.95,17.14,18.1,10.48,23.81
2796,apple hardware,6.67,6.67,33.33,24.31,10.2,18.82
2797,electronics,9.26,12.35,15.43,8.64,8.02,46.3
2798,apple hardware,5.71,9.52,37.62,7.62,8.1,31.43
2799,for sale,12.95,7.19,14.39,32.37,9.35,23.74
2800,electronics,17.12,9.91,22.52,13.51,12.61,24.32
2801,electronics,10.71,10.12,13.1,17.86,10.71,37.5
2802,electronics,11.57,8.26,14.88,21.49,9.92,33.88
2803,apple hardware,8.8,5.2,58.4,4.4,10.8,12.4
2804,apple hardware,8.02,7.49,48.66,8.56,10.16,17.11
2805,electronics,11.65,9.71,22.33,13.59,9.71,33.01
2806,electronics,15.75,9.59,10.27,14.38,10.96,39.04
2807,electronics,7.95,10.8,9.09,14.2,9.66,48.3
2808,electronics,9.78,7.56,8.0,19.56,20.0,35.11
2809,electronics,7.39,8.17,10.51,10.12,10.51,53.31
2810,electronics,12.71,8.29,24.86,9.39,17.13,27.62
2811,apple hardware,17.98,11.24,21.35,20.22,14.61,14.61
2812,for sale,12.5,16.07,13.39,23.21,16.07,18.75
2813,electronics,10.9,3.79,10.43,11.61,10.19,53.08
2814,electronics,18.55,13.71,20.16,15.32,8.87,23.39
2815,electronics,11.71,13.51,22.52,11.71,9.91,30.63
2816,electronics,10.09,4.32,5.48,10.09,8.07,61.96
2817,electronics,10.48,5.68,16.16,14.41,10.48,42.79
2818,electronics,12.14,7.86,17.14,17.14,10.71,35.0
2819,electronics,9.8,8.82,21.57,16.18,6.86,36.76
2820,electronics,9.18,5.61,11.73,10.2,8.16,55.1
2821,electronics,9.71,9.22,16.99,16.02,9.22,38.83
2822,hockey,14.81,18.52,15.74,15.74,18.52,16.67
2823,for sale,10.74,15.7,18.18,23.14,9.92,22.31
2824,electronics,7.96,17.7,25.66,10.62,7.08,30.97
2825,electronics,7.03,8.2,12.5,16.8,9.38,46.09
2826,electronics,12.28,12.28,23.98,9.94,8.19,33.33
2827,electronics,9.74,6.15,7.18,11.28,8.21,57.44
2828,electronics,6.67,5.83,7.92,8.75,10.42,60.42
2829,apple hardware,13.21,18.87,22.64,14.15,11.32,19.81
2830,electronics,8.33,9.09,25.0,13.64,11.36,32.58
2831,electronics,11.65,2.98,5.69,4.88,7.86,66.94
2832,electronics,11.21,4.74,10.34,15.09,8.62,50.0
2833,electronics,13.29,8.67,29.48,10.98,6.36,31.21
2834,electronics,14.53,8.72,16.86,15.7,8.14,36.05
2835,electronics,13.17,6.59,11.98,13.17,11.38,43.71
2836,electronics,9.96,6.49,9.96,11.26,8.23,54.11
2837,electronics,7.59,11.72,21.38,12.41,13.79,33.1
2838,apple hardware,10.42,12.5,32.29,21.88,11.46,11.46
2839,electronics,10.25,9.19,22.26,15.9,7.42,34.98
2840,electronics,10.48,11.43,13.33,16.19,9.52,39.05
2841,apple hardware,15.53,12.62,25.24,16.5,14.56,15.53
2842,electronics,12.66,8.23,17.09,15.82,9.49,36.71
2843,apple hardware,12.0,11.0,26.0,25.0,11.0,15.0
2844,electronics,11.3,11.3,11.3,17.51,15.25,33.33
2845,electronics,15.74,11.11,15.74,14.81,12.96,29.63
2846,electronics,9.68,6.45,8.39,20.0,13.55,41.94
2847,electronics,11.59,9.76,9.15,14.02,9.76,45.73
2848,electronics,14.53,6.41,5.56,9.83,7.69,55.98
2849,electronics,7.69,7.21,9.13,11.06,15.87,49.04
2850,electronics,10.73,6.78,15.82,12.99,11.3,42.37
2851,electronics,7.28,7.95,22.52,12.58,7.95,41.72
2852,electronics,9.7,7.27,7.88,10.3,13.94,50.91
2853,electronics,9.74,9.74,8.44,10.39,7.79,53.9
2854,electronics,11.26,15.23,11.92,17.22,17.22,27.15
2855,guns,13.37,5.85,20.61,8.36,27.02,24.79
2856,electronics,16.84,12.63,12.63,17.89,11.58,28.42
2857,electronics,7.06,6.44,10.12,8.9,7.67,59.82
2858,electronics,13.41,13.41,14.63,20.73,14.63,23.17
2859,electronics,7.77,6.36,9.19,9.19,9.19,58.3
2860,apple hardware,14.49,18.12,27.54,13.04,9.42,17.39
2861,electronics,10.64,12.77,13.83,18.09,12.77,31.91
2862,electronics,8.74,7.28,7.28,15.53,9.22,51.94
2863,electronics,14.59,5.17,13.07,6.99,9.12,51.06
2864,apple hardware,8.47,7.34,41.24,9.6,12.99,20.34
2865,electronics,20.54,6.2,5.04,9.3,10.47,48.45
2866,for sale,18.18,9.09,9.09,26.36,11.82,25.45
2867,electronics,13.06,4.81,7.9,12.03,20.96,41.24
2868,electronics,11.34,6.48,16.6,11.34,16.6,37.65
2869,apple hardware,12.64,18.39,22.99,13.79,12.64,19.54
2870,electronics,7.65,5.1,13.27,12.76,14.29,46.94
2871,electronics,11.11,11.11,9.94,15.2,13.45,39.18
2872,electronics,10.59,8.24,7.06,13.53,12.35,48.24
2873,electronics,14.52,7.53,9.14,9.68,19.89,39.25
2874,electronics,10.12,6.23,10.89,7.78,13.23,51.75
2875,apple hardware,11.9,10.32,38.1,12.7,10.32,16.67
2876,electronics,10.1,11.11,15.15,14.14,17.17,32.32
2877,electronics,13.06,8.11,22.97,14.41,9.46,31.98
2878,electronics,7.57,7.57,4.78,14.74,7.57,57.77
2879,electronics,6.9,10.92,9.77,10.92,18.39,43.1
2880,electronics,4.68,5.56,9.36,11.11,11.7,57.6
2881,apple hardware,14.18,8.96,26.12,18.66,11.19,20.9
2882,electronics,11.26,9.93,8.61,19.87,10.6,39.74
2883,apple hardware,11.11,11.11,29.37,14.29,11.11,23.02
2884,electronics,11.52,8.48,10.91,9.09,12.12,47.88
2885,electronics,6.16,4.48,5.6,15.13,7.28,61.34
2886,electronics,9.2,9.82,7.36,12.88,10.43,50.31
2887,apple hardware,10.71,8.93,29.46,27.68,8.93,14.29
2888,electronics,12.5,7.81,11.72,14.84,17.19,35.94
2889,electronics,9.14,9.64,20.3,13.71,11.17,36.04
2890,electronics,15.94,10.87,10.14,16.67,9.42,36.96
2891,guns,12.9,7.1,18.71,13.55,28.39,19.35
2892,electronics,9.33,8.0,9.33,22.0,16.0,35.33
2893,electronics,8.46,13.08,24.62,13.08,13.08,27.69
2894,electronics,18.49,14.29,10.92,16.81,14.29,25.21
2895,electronics,17.57,7.21,13.06,12.61,10.36,39.19
2896,apple hardware,11.71,11.71,27.93,16.22,15.32,17.12
2897,electronics,8.72,8.05,8.05,23.49,10.07,41.61
2898,electronics,12.5,17.31,16.35,13.46,17.31,23.08
2899,electronics,10.17,15.25,22.03,19.49,10.17,22.88
2900,electronics,7.11,6.64,8.53,17.06,14.22,46.45
2901,for sale,16.08,17.48,18.88,20.28,13.99,13.29
2902,for sale,10.38,16.04,9.43,33.02,12.26,18.87
2903,electronics,10.42,11.81,22.22,9.72,9.03,36.81
2904,electronics,23.64,4.73,7.27,10.55,9.82,44.0
2905,electronics,11.11,10.42,9.03,11.11,8.33,50.0
2906,electronics,10.0,12.0,23.0,18.0,10.0,27.0
2907,electronics,13.48,13.48,19.1,13.48,12.36,28.09
2908,apple hardware,13.86,9.9,29.7,18.81,10.89,16.83
2909,electronics,7.32,8.78,14.63,8.78,9.76,50.73
2910,electronics,8.82,6.3,5.04,10.92,6.3,62.61
2911,electronics,12.61,6.09,6.96,14.78,6.09,53.48
2912,electronics,12.96,9.26,12.96,25.0,12.96,26.85
2913,electronics,9.88,12.79,9.88,13.95,15.7,37.79
2914,electronics,10.99,8.38,23.56,12.04,13.61,31.41
2915,electronics,16.79,11.68,14.6,15.33,12.41,29.2
2916,electronics,11.26,7.95,15.89,14.57,11.26,39.07
2917,electronics,11.04,9.09,8.44,14.94,11.69,44.81
2918,for sale,13.74,9.89,17.03,33.52,9.34,16.48
2919,electronics,11.0,7.18,8.61,13.4,12.44,47.37
2920,electronics,11.85,10.37,17.04,14.07,10.37,36.3
2921,electronics,8.41,5.31,8.41,14.6,10.18,53.1
2922,electronics,11.71,10.81,17.12,19.82,15.32,25.23
2923,electronics,16.67,14.58,12.5,16.67,14.58,25.0
2924,electronics,10.81,7.43,10.81,17.57,9.46,43.92
2925,electronics,15.13,10.08,15.13,13.45,9.24,36.97
2926,electronics,6.11,5.24,7.86,8.73,7.42,64.63
2927,electronics,15.76,7.27,9.09,18.18,13.33,36.36
2928,electronics,16.91,7.35,15.44,15.44,12.5,32.35
2929,electronics,11.38,10.57,15.45,16.26,18.7,27.64
2930,electronics,10.26,5.56,11.97,17.52,7.26,47.44
2931,electronics,7.8,13.48,9.93,10.64,7.8,50.35
2932,electronics,9.21,13.16,18.42,21.05,8.55,29.61
2933,electronics,12.77,9.22,10.64,8.51,8.51,50.35
2934,electronics,13.47,8.29,10.88,12.44,7.25,47.67
2935,electronics,10.88,7.53,16.74,16.74,10.04,38.08
2936,apple hardware,11.85,8.89,37.78,17.78,10.37,13.33
2937,apple hardware,14.29,9.29,29.29,15.0,10.71,21.43
2938,apple hardware,15.74,12.04,26.85,17.59,12.96,14.81
2939,electronics,9.52,12.93,22.45,20.41,7.48,27.21
2940,electronics,7.3,7.87,29.21,11.8,8.43,35.39
2941,electronics,11.2,15.2,11.2,17.6,10.4,34.4
2942,electronics,12.43,7.03,10.81,10.27,11.35,48.11
2943,electronics,10.29,10.29,14.71,19.12,12.5,33.09
2944,electronics,7.18,12.71,11.6,11.05,8.84,48.62
2945,apple hardware,9.76,13.82,32.52,10.57,13.82,19.51
2946,apple hardware,11.88,7.92,33.66,9.41,8.42,28.71
2947,electronics,8.28,13.61,28.4,9.47,7.1,33.14
2948,electronics,12.02,7.65,13.11,9.84,8.2,49.18
2949,electronics,12.9,16.94,15.32,13.71,12.9,28.23
2950,electronics,7.89,9.47,9.47,13.68,5.26,54.21
2951,hockey,15.44,22.06,13.24,16.18,11.76,21.32
2952,electronics,17.54,8.53,11.37,20.85,13.27,28.44
2953,electronics,16.53,8.26,14.05,11.57,10.74,38.84
2954,electronics,14.68,11.93,11.01,20.18,17.43,24.77
2955,electronics,16.52,7.14,22.32,12.95,8.93,32.14
2956,apple hardware,19.14,17.9,19.75,14.81,8.64,19.75
2957,electronics,11.86,12.89,14.95,14.43,13.4,32.47
2958,electronics,10.43,5.04,5.04,11.87,6.12,61.51
2959,electronics,8.59,4.69,7.42,15.62,6.25,57.42
2960,for sale,10.14,6.64,11.54,30.77,11.89,29.02
2961,electronics,9.18,4.59,22.95,7.87,6.89,48.52
2962,electronics,10.74,11.57,17.36,22.31,9.09,28.93
2963,electronics,9.42,10.14,18.12,13.77,19.57,28.99
2964,electronics,8.97,11.72,24.83,14.48,12.41,27.59
2965,electronics,18.18,6.06,8.23,14.29,7.79,45.45
2966,electronics,9.6,10.4,16.0,12.4,11.2,40.4
2967,electronics,11.45,22.14,12.21,8.4,16.03,29.77
2968,electronics,11.93,13.64,11.36,13.64,12.5,36.93
2969,electronics,8.5,8.0,9.5,8.0,7.5,58.5
2970,electronics,12.03,8.27,9.77,19.55,7.52,42.86
2971,electronics,7.27,4.73,6.55,8.0,7.64,65.82
2972,electronics,5.97,0.76,0.62,3.1,11.6,77.95
2973,electronics,8.99,10.67,10.11,13.48,8.43,48.31
2974,electronics,12.4,10.85,13.95,13.18,10.85,38.76
2975,electronics,13.51,14.19,10.14,12.16,16.89,33.11
2976,electronics,12.61,7.56,8.82,20.59,8.4,42.02
2977,electronics,15.31,5.61,7.14,8.67,5.61,57.65
2978,electronics,10.5,9.5,7.5,8.0,7.0,57.5
2979,electronics,11.28,8.27,16.54,18.8,11.28,33.83
2980,electronics,9.8,6.54,11.44,17.97,15.69,38.56
2981,electronics,14.48,8.97,15.86,7.59,11.72,41.38
2982,electronics,10.78,12.57,19.16,18.56,9.58,29.34
2983,electronics,16.25,7.5,18.75,8.75,13.12,35.62
2984,electronics,12.65,14.46,10.84,16.27,9.64,36.14
2985,electronics,10.78,7.43,7.81,13.01,7.06,53.9
2986,apple hardware,14.93,10.45,28.36,14.18,11.94,20.15
2987,electronics,11.88,8.42,13.86,18.81,11.39,35.64
2988,electronics,13.22,11.49,14.37,18.97,10.34,31.61
2989,electronics,13.84,8.81,11.95,13.21,14.47,37.74
2990,electronics,9.35,4.84,9.03,10.97,10.32,55.48
2991,electronics,8.92,8.92,10.19,17.2,12.1,42.68
2992,electronics,11.85,12.59,22.22,18.52,11.85,22.96
2993,electronics,11.22,6.12,11.73,9.18,12.76,48.98
2994,electronics,7.33,7.33,18.85,8.9,6.81,50.79
2995,electronics,8.16,6.8,8.84,9.52,11.56,55.1
2996,apple hardware,17.39,14.78,23.48,15.65,11.3,17.39
2997,electronics,10.43,11.3,13.04,19.13,10.43,35.65
2998,electronics,8.66,5.19,8.23,14.29,7.79,55.84
2999,electronics,9.06,7.09,12.6,7.09,5.91,58.27
3000,apple hardware,9.91,9.01,39.64,18.02,11.71,11.71
3001,electronics,9.88,7.41,13.58,9.26,23.46,36.42
3002,electronics,9.76,10.57,23.58,16.26,11.38,28.46
3003,electronics,9.58,7.66,7.66,7.28,6.51,61.3
3004,for sale,13.48,8.51,15.6,31.21,14.18,17.02
3005,electronics,10.38,16.98,16.04,12.26,15.09,29.25
3006,electronics,7.66,6.22,5.26,9.09,11.96,59.81
3007,electronics,9.94,6.43,9.94,11.11,7.02,55.56
3008,electronics,10.59,11.76,22.35,11.18,11.76,32.35
3009,electronics,10.24,14.17,19.69,12.6,8.66,34.65
3010,electronics,14.63,9.15,19.51,11.59,10.98,34.15
3011,electronics,6.71,8.54,16.46,12.8,12.8,42.68
3012,electronics,11.43,6.29,9.14,12.57,8.0,52.57
3013,for sale,8.72,11.05,15.12,34.3,7.56,23.26
3014,apple hardware,12.0,20.0,24.8,11.2,11.2,20.8
3015,electronics,8.55,8.55,13.68,11.97,9.4,47.86
3016,electronics,9.15,8.45,9.86,12.68,10.56,49.3
3017,electronics,8.44,11.56,8.89,8.0,15.11,48.0
3018,apple hardware,19.41,7.65,29.41,17.06,11.76,14.71
3019,electronics,7.54,7.54,8.04,10.55,8.54,57.79
3020,for sale,11.54,9.62,20.19,31.73,12.5,14.42
3021,electronics,12.14,7.86,22.86,13.57,15.0,28.57
3022,hockey,12.22,25.56,18.89,17.78,12.22,13.33
3023,apple hardware,10.66,14.75,29.51,14.75,13.93,16.39
3024,electronics,10.0,12.73,20.91,15.45,10.91,30.0
3025,electronics,12.76,7.14,13.27,8.16,11.22,47.45
3026,electronics,11.85,11.11,15.56,11.85,13.33,36.3
3027,electronics,12.27,7.98,9.2,11.04,13.5,46.01
3028,electronics,13.48,4.26,15.6,8.27,10.17,48.23
3029,electronics,9.16,9.92,11.45,14.5,9.92,45.04
3030,electronics,10.62,8.12,15.62,18.75,20.62,26.25
3031,electronics,10.99,8.9,25.13,10.99,11.52,32.46
3032,electronics,8.75,4.38,20.54,9.09,7.74,49.49
3033,electronics,12.95,5.7,7.25,10.36,12.44,51.3
3034,electronics,9.14,7.61,6.09,12.18,10.15,54.82
3035,electronics,9.9,17.82,15.84,11.88,13.86,30.69
3036,electronics,10.53,8.27,12.03,12.78,9.77,46.62
3037,electronics,11.98,8.98,13.77,11.98,7.19,46.11
3038,electronics,9.56,9.56,25.0,11.03,12.5,32.35
3039,electronics,13.83,14.89,13.83,18.09,13.83,25.53
3040,electronics,8.63,7.45,11.37,11.37,8.24,52.94
3041,apple hardware,15.71,10.0,28.57,17.86,10.0,17.86
3042,electronics,9.73,7.57,8.11,20.0,12.43,42.16
3043,electronics,9.84,10.36,15.54,15.03,6.74,42.49
3044,electronics,13.49,11.11,10.32,23.81,13.49,27.78
3045,electronics,12.57,9.29,6.56,18.03,13.66,39.89
3046,electronics,11.54,12.5,22.12,14.42,11.54,27.88
3047,electronics,11.67,10.83,25.83,10.0,9.17,32.5
3048,electronics,14.29,13.1,19.05,13.1,13.1,27.38
3049,electronics,7.23,9.64,18.07,8.43,18.67,37.95
3050,apple hardware,12.21,8.72,37.21,16.28,9.3,16.28
3051,electronics,8.39,8.39,8.39,16.08,7.69,51.05
3052,electronics,12.5,11.67,20.83,13.33,8.33,33.33
3053,electronics,10.8,8.52,8.52,9.66,10.8,51.7
3054,electronics,14.83,6.22,9.57,10.53,11.96,46.89
3055,electronics,11.83,6.51,16.57,11.83,11.24,42.01
3056,electronics,5.84,7.66,4.01,8.76,7.3,66.42
3057,electronics,9.44,6.11,8.33,10.0,6.11,60.0
3058,apple hardware,12.2,9.76,27.64,15.45,13.82,21.14
3059,for sale,12.5,6.73,18.75,27.88,8.65,25.48
3060,electronics,11.48,8.2,9.29,28.42,8.74,33.88
3061,electronics,12.36,10.67,12.36,12.36,14.04,38.2
3062,electronics,14.93,9.95,14.03,8.6,17.19,35.29
3063,electronics,9.86,9.86,7.75,19.01,9.86,43.66
3064,electronics,6.37,7.76,3.05,13.85,5.26,63.71
3065,electronics,12.44,9.84,16.58,16.06,9.33,35.75
3066,electronics,6.38,1.57,1.57,3.43,6.18,80.86
3067,apple hardware,10.07,10.79,23.74,20.14,11.51,23.74
3068,electronics,12.88,7.98,19.02,12.27,9.82,38.04
3069,electronics,9.52,11.43,15.24,16.19,15.24,32.38
3070,apple hardware,11.86,8.25,31.44,18.04,11.34,19.07
3071,electronics,11.73,7.82,18.44,22.35,8.38,31.28
3072,electronics,7.73,4.72,25.32,11.16,10.73,40.34
3073,electronics,7.9,6.87,4.81,10.31,4.81,65.29
3074,apple hardware,16.07,9.82,27.68,12.5,9.82,24.11
3075,apple hardware,11.18,7.89,38.82,17.76,11.18,13.16
3076,electronics,8.23,13.92,18.99,15.82,8.23,34.81
3077,electronics,12.12,8.33,17.42,12.88,8.33,40.91
3078,electronics,15.91,14.77,14.77,17.05,15.91,21.59
3079,apple hardware,8.61,10.6,31.79,9.27,8.61,31.13
3080,electronics,11.2,14.4,16.8,14.4,11.2,32.0
3081,apple hardware,8.97,13.46,37.18,13.46,7.69,19.23
3082,electronics,14.61,10.5,10.96,10.05,23.74,30.14
3083,electronics,15.33,10.0,12.67,14.0,14.67,33.33
3084,electronics,11.19,8.39,23.78,9.79,13.29,33.57
3085,apple hardware,11.19,10.45,31.34,8.96,12.69,25.37
3086,electronics,9.22,9.71,31.55,9.71,7.77,32.04
3087,electronics,9.63,6.95,8.56,9.63,12.3,52.94
3088,electronics,8.82,8.33,7.35,8.33,10.78,56.37
3089,electronics,11.82,4.81,12.69,3.5,11.6,55.58
3090,electronics,6.85,6.45,10.89,8.87,8.87,58.06
3091,electronics,8.56,7.66,17.12,13.06,7.66,45.95
3092,electronics,11.04,10.39,11.69,9.74,7.14,50.0
3093,electronics,9.44,11.11,8.33,11.11,6.67,53.33
3094,electronics,12.07,12.93,18.97,18.97,10.34,26.72
3095,electronics,13.27,11.5,15.93,14.16,13.27,31.86
3096,apple hardware,14.79,14.79,21.13,16.2,12.68,20.42
3097,electronics,8.56,6.42,8.56,15.51,11.23,49.73
3098,electronics,7.21,6.76,9.46,16.22,16.22,44.14
3099,apple hardware,11.83,9.68,36.02,15.05,8.6,18.82
3100,apple hardware,12.28,9.65,30.7,16.67,12.28,18.42
3101,electronics,11.03,12.5,20.59,13.24,12.5,30.15
3102,electronics,10.73,5.71,5.02,8.9,8.45,61.19
3103,electronics,16.51,11.01,16.51,12.84,17.43,25.69
3104,electronics,12.33,10.27,17.81,12.33,7.53,39.73
3105,electronics,12.63,10.53,12.63,11.58,15.79,36.84
3106,electronics,14.12,7.06,11.18,17.06,14.12,36.47
3107,electronics,12.93,10.2,13.61,12.24,11.56,39.46
3108,electronics,10.53,18.13,22.22,13.45,12.87,22.81
3109,electronics,8.92,12.1,21.02,14.01,12.74,31.21
3110,electronics,12.6,18.11,15.75,12.6,14.17,26.77
3111,electronics,17.12,11.71,19.82,13.51,13.51,24.32
3112,electronics,12.24,11.22,10.2,25.51,13.27,27.55
3113,electronics,12.95,12.23,10.07,12.23,9.35,43.17
3114,electronics,9.42,7.97,9.42,12.32,8.7,52.17
3115,electronics,13.41,10.98,18.29,9.15,10.98,37.2
3116,electronics,11.76,10.29,16.18,13.97,15.44,32.35
3117,electronics,15.52,10.34,15.52,15.52,18.97,24.14
3118,for sale,13.68,18.95,12.63,22.11,14.74,17.89
3119,electronics,9.83,7.26,5.56,8.12,5.98,63.25
3120,apple hardware,11.87,7.76,42.92,14.61,6.85,15.98
3121,electronics,10.4,10.4,17.6,16.0,9.6,36.0
3122,electronics,8.8,8.8,18.4,16.0,10.4,37.6
3123,electronics,8.79,3.04,3.99,5.43,8.15,70.61
3124,electronics,10.92,10.34,7.47,10.92,10.34,50.0
3125,electronics,10.74,4.03,6.04,13.09,6.71,59.4
3126,electronics,8.19,8.19,8.77,18.71,8.77,47.37
3127,apple hardware,8.85,6.77,43.75,10.94,10.42,19.27
3128,electronics,13.85,7.18,15.9,9.23,13.33,40.51
